id,name,domain,priority,module,status,module_evidence,intelligence_layer,v4_action,id_policy,greenfield_status,canonical_v5_3_action,implementation_gate
ALG-HYD-001,SCS runoff foundation,Hydrology,P2,hydrology/runoff-routing.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/hydrology/runoff-routing.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HYD-002,Linear reservoir routing foundation,Hydrology,P2,hydrology/runoff-routing.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/hydrology/runoff-routing.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-HYD-003,River visual semantic LOD,Hydrology,P1,hydrology/river-visual-network.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/hydrology/river-visual-network.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-INT-001,Cross-domain Pearson association,Intelligence,P1,intelligence/correlation.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/intelligence/correlation.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-INT-002,Analog feature distance,Intelligence,P1,intelligence/analog-retrieval.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/intelligence/analog-retrieval.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-INT-003,Regime classifier foundation,Intelligence,P1,intelligence/regime-detector.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/intelligence/regime-detector.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-INT-004,Route exposure integration,Intelligence,P1,intelligence/route-exposure.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/intelligence/route-exposure.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-INT-005,Decision contribution ranking,Intelligence,P1,intelligence/decision-explanation.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/intelligence/decision-explanation.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OCN-001,Ocean vector magnitude/direction,Ocean,P1,ocean/ocean-state.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/ocean/ocean-state.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OCN-002,Wave visual exaggeration,Ocean,P1,ocean/wave-engine.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/ocean/wave-engine.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OCN-003,Deep-water swell ETA foundation,Ocean,P1,ocean/swell-arrival.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/ocean/swell-arrival.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OCN-004,Sea-level residual,Ocean,P1,ocean/tide-sea-level.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/ocean/tide-sea-level.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OCN-005,SST front gradient,Ocean,P1,ocean/sst-features.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/ocean/sst-features.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OCN-006,Coastal exposure score,Ocean,P1,ocean/coastal-exposure.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/ocean/coastal-exposure.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-001,Provider health state,Operations,P0,ops/provider-health.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/ops/provider-health.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-002,Exponential backoff,Operations,P1,ops/provider-health.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/ops/provider-health.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-003,Cost-to-value schedule,Operations,P1,ops/cost-observability.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/ops/cost-observability.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-004,Observation gap lens,Operations,P1,ops/observation-gap.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/ops/observation-gap.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-005,Fail-soft scene selection,Operations,P1,core/fail-soft-scene.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/core/fail-soft-scene.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-006,Job DAG topological execution,Ops,P1,ops/job-dag.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/ops/job-dag.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-007,Dead-letter recovery classification,Ops,P1,ops/dead-letter-recovery.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/ops/dead-letter-recovery.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-008,Freshness SLO state,Ops,P1,ops/freshness-slo.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/ops/freshness-slo.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-009,Safe rollback planner,Ops,P1,ops/rollback-engine.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/ops/rollback-engine.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-010,Performance acceptance compiler,Ops,P1,ops/performance-lab.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/ops/performance-lab.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-OPS-011,New-engine reuse enforcement,Ops,P0,ops/engine-reuse-enforcer.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/ops/engine-reuse-enforcer.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-PAY-001,Entitlement resolution,Paid,P0,paid/entitlement.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/paid/entitlement.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-PAY-002,Country readiness,Paid,P1,paid/country-unlock.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/paid/country-unlock.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-PAY-003,Offline trip pack selection,Paid,VNEXT,paid/offline-trip-pack.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/paid/offline-trip-pack.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-PAY-004,Personal context minimization,Paid,P1,paid/personal-context.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/paid/personal-context.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-PAY-005,Comparison semantic normalization,Paid,P1,paid/comparison.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/paid/comparison.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-PAY-006,Scenario entitlement gate,Paid,P2,paid/scenario.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/paid/scenario.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-PAY-007,Subscription state transition,Paid,P1,paid/subscription-state.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/paid/subscription-state.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-PAY-008,Premium analysis cache key,Paid,P1,paid/premium-cache.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/paid/premium-cache.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-QA-001,Required launch-gate compilation,Quality,P0,qa/launch-gate.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/qa/launch-gate.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-QA-002,Completion evidence gate,Quality,P0,qa/completion-evidence.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/qa/completion-evidence.js,INTELLIGENCE_CORE_OR_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-SEC-001,Secret query redaction,Security,P0,security/redaction.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/security/redaction.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-SEC-002,Token-bucket abuse control,Security,P1,security/abuse-guard.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/security/abuse-guard.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-SPC-001,Launch lifecycle state machine,Space,P2,space/launch-event.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/space/launch-event.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-001,Archive deletion proof,Storage,P1,storage/archive-verification.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/storage/archive-verification.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-002,Cloud delta keyframe plan,Storage,P1,storage/delta-pack.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/storage/delta-pack.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-003,Replay rehydration compatibility,Storage,P2,storage/replay-rehydration.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/storage/replay-rehydration.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-004,Archive package manifest plan,Storage,P1,storage/archive-packager.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/storage/archive-packager.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-005,NAS outbound pull state machine,Storage,P1,storage/nas-archive-agent.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/storage/nas-archive-agent.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-STO-006,Archive catalog time lookup,Storage,P1,storage/archive-catalog.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v04/storage/archive-catalog.js,SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-VIS-001,Bounded logarithmic tower mapping,Visual,P0,visual/tower.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/visual/tower.js,RUNTIME_RENDER_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-VIS-002,Mass-preserving estimated distribution,Visual,P1,visual/tower.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/visual/tower.js,RUNTIME_RENDER_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-VIS-003,Bilinear vector sampling,Visual,P1,visual/flow.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/visual/flow.js,RUNTIME_RENDER_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-VIS-004,Adaptive volume render policy,Visual,P1,visual/volume.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/visual/volume.js,RUNTIME_RENDER_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-VIS-010,Semantic label budget,Visual,P1,visual/label-budget.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/visual/label-budget.js,RUNTIME_RENDER_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-VIS-011,Semantic material grammar,Visual,P1,visual/material-grammar.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v03/visual/material-grammar.js,RUNTIME_RENDER_SUPPORT,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-WX-001,Skill-weighted model ensemble,Weather,P1,weather/ensemble.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/weather/ensemble.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-WX-002,Local bias correction,Weather,P1,weather/ensemble.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/weather/ensemble.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
ALG-WX-003,Semi-Lagrangian nowcast,Weather,P1,weather/nowcast.js,IMPLEMENTED_FOUNDATION,prototype/js/earthus2/v02/weather/nowcast.js,DOMAIN_ALGORITHM,REUSE_EXISTING_ALGORITHM; CHANGE_ONLY_WITH_VERSIONED_EVIDENCE_AND_REGRESSION,PRESERVE_EXISTING_ID,SOURCE_FOUNDATION_AVAILABLE,REUSE_AND_VERIFY_WITH_VERSIONED_EVIDENCE,ALGORITHM_FOUNDATION_NOT_EQUAL_PRODUCTION_DONE
